chunk_id,document_id,location,section_type,section_title,chunk_index,total_chunks,text,tokens,characters,has_dates,has_legal_refs,dates,case_numbers
6750524485b6640290c37b07_0,6750524485b6640290c37b07,6.HukukDairesi,DEĞERLENDIRME,3. Değerlendirme Mahkemece,0,1,"3. Değerlendirme Mahkemece, tazminat davalısının ödemekle yükümlü olduğu miktarın uyulmasına karar verilen Yargıtay ilamında da belirtildiği üzer ihtiyati tedbir kararının icra edildiği tarih ile ihtiyati tedbirin kalktığı ya da kalkmış sayıldığı tarih arasındaki zarar olduğu, ihtiyati tedbir kararının kalkmış sayıldığı tarih ile icra edildiği tarihin aynı olduğu, arada süre zarfı bulunmaması nedeniyle yapılması talep edilen keşifte yoksun kalınan kira kaybına ilişkin hesaplama yapılamayacağından yargılamaya bir katkı sağlamayacağı kanaatine varılarak davanın reddine karar verildiği, somut olayda; 05.01.2010 tarihinde tedbirin icra edildiği, 14.01.2010 tarihinde ise kaldırıldığı anlaşılmaktadır. Bu durumda mahkemece ihtiyati tedbir kararının kalkmış sayıldığı tarih ile icra edildiği tarihin aynı olduğuna dair karar hatalı olup, 05.01.2010 tarihi ile 14.01.2010 tarihleri arasında davacının maddi zararlarını ve illiyet bağını ispat imkanı tanınması ve sonucuna göre karar verilmesi gerekirken, davanın reddine karar verilmesi hatalı olmuş, kararın bozulmasına karar verilmiştir.",429,1090,True,True,"[""08.01.2010"", ""04.01.2010"", ""12.01.2010"", ""13.01.2010"", ""26.06.2009"", ""14.01.2010"", ""25.12.2009"", ""04.06.2013"", ""31.12.2009"", ""11.01.2024"", ""30.12.2011"", ""05.01.2010""]","[""2024/117 K."", ""2022/3281 E.""]"
6750524485b6640290c37b07_0,6750524485b6640290c37b07,6.HukukDairesi,KARAR,I. KARAR Açıklanan nedenlerle,0,1,"I. KARAR Açıklanan nedenlerle; Davacılar vekilinin temyiz itirazının kabulü ile temyiz olunan mahkeme kararının davacılar yararına BOZULMASINA, Peşin alınan harcın istek halinde temyiz eden davacılara iadesine, Kararın tebliğinden itibaren 15 gün içerisinde karar düzeltme kanun yolu açık olmak üzere, Dosyanın Mahkemesine gönderilmesine, 11.01.2024 tarihinde oy birliğiyle karar verildi.",154,388,True,True,"[""08.01.2010"", ""04.01.2010"", ""12.01.2010"", ""13.01.2010"", ""26.06.2009"", ""14.01.2010"", ""25.12.2009"", ""04.06.2013"", ""31.12.2009"", ""11.01.2024"", ""30.12.2011"", ""05.01.2010""]","[""2024/117 K."", ""2022/3281 E.""]"
6750524485b6640290c37b08_0,6750524485b6640290c37b08,6.HukukDairesi,OTHER,6. Hukuk Dairesi,0,1,"6. Hukuk Dairesi 2023/4462 E. , 2024/493 K. \n ""İçtihat Metni"" MAHKEMESİ :Asliye Hukuk Mahkemesi Taraflar arasındaki rücuen tazminat davasından dolayı yapılan yargılama sonunda, Mahkemece davanın kısmen kabulüne karar verilmiştir. Mahkeme kararı davacı vekili tarafından temyiz edilmekle; kesinlik, süre, temyiz şartı ve diğer usul eksiklikler yönünden yapılan ön inceleme sonucunda, temyiz dilekçesinin kabulüne karar verildikten ve Tetkik Hâkimi tarafından hazırlanan rapor dinlendikten sonra dosyadaki belgeler incelenip gereği düşünüldü:",218,541,True,True,"[""10.04.1992"", ""05.02.2024""]","[""2023/4462 E."", ""2024/493 K.""]"
6750524485b6640290c37b08_0,6750524485b6640290c37b08,6.HukukDairesi,DAVA,I. DAVA Davacı vekili dava dilekçesinde özetle,0,1,"I. DAVA Davacı vekili dava dilekçesinde özetle; müvekkili ile davalı şirketler arasında hizmet alım sözleşmesi bulunduğunu, sözleşme kapsamında davalı tarafından çalıştırılan dava dışı işçinin müvekkili aleyhine açtığı işçilik alacakları ile ilgili davanın işçi lehine sonuçlandığını ve bu kapsamda müvekkili tarafından dava dışı işçiye icra takibi sonucunda ödeme yapıldığını, yapılan bu ödemeden sözleşme hükümlerine göre davalıların sorumlu olduğunu, müvekkili tarafından ödenen bedelin davalılardan tahsiline karar verilmesini talep etmiştir.",212,546,True,True,"[""10.04.1992"", ""05.02.2024""]","[""2023/4462 E."", ""2024/493 K.""]"
6750524485b6640290c37b08_0,6750524485b6640290c37b08,6.HukukDairesi,DAVA,I. MAHKEME KARARI Mahkemenin yukarıda tarih ve sayısı belirtilen kararıyla davalılardan,0,1,"I. MAHKEME KARARI Mahkemenin yukarıda tarih ve sayısı belirtilen kararıyla davalılardan ... Hizm. Tic. Ltd. Şti. yönünden dava dışı işçinin hizmet cetveli ve işe giriş bildirgeleri incelendiğinde bu şirket bünyesinde ve belirtilen dönemde bir çalışmasının bulunmadığı gerekçesiyle bu davalı şirket yönünden davanın reddine, diğer davalı şirketlerin ödenen bedelden işçinin kendi yanında çalıştığı döneme tekabül eden miktarın tamamından sorumlu oldukları gerekçesiyle davanın kısmen kabulüne karar verilmiştir.",195,510,True,True,"[""10.04.1992"", ""05.02.2024""]","[""2023/4462 E."", ""2024/493 K.""]"
6750524485b6640290c37b08_0,6750524485b6640290c37b08,6.HukukDairesi,DAVA,B. Temyiz Sebepleri Davacı vekili temyiz dilekçesinde özetle,0,1,"B. Temyiz Sebepleri Davacı vekili temyiz dilekçesinde özetle; işçinin çalıştığı şirketler arasında davalı ... Ticaret Ltd. Şti olduğunu bu davalı hakkında red kararı verilmesinin hatalı olduğunu, işçiye yapılacak her türlü tazminat ödemelerinin tamamının yükleniciler tarafından karşılanması gerektiğini, işçiye ödenen tutarın tamamından alt işverenlerin sorumlu olduğu, buna karşın bilirkişi raporunda ilgili şirketlerin sorumluluğunun %50 oranında olduğu yönünde rapor tanzim edildiği, ticari temerrüt faizi taleplerinin karşılanmadığını, her bir davalının davacı tarafa vekalet ücreti ödemesi gerektiğini, usul ve kanuna aykırı bulunduğunu ileri sürerek; kararın bozulmasına karar verilmesini talep etmiştir.",266,711,True,True,"[""10.04.1992"", ""05.02.2024""]","[""2023/4462 E."", ""2024/493 K.""]"
6750524485b6640290c37b08_0,6750524485b6640290c37b08,6.HukukDairesi,OTHER,1. Uyuşmazlık ve Hukuki Nitelendirme Uyuşmazlık,0,1,"1. Uyuşmazlık ve Hukuki Nitelendirme Uyuşmazlık, taraflar arasındaki hizmet alım sözleşmesi uyarınca dava dışı işçilere ödenen işçilik alacaklarının rücuen tahsili istemine ilişkindir. 2. İlgili Hukuk 6100 sayılı Hukuk Muhakemeleri Kanununun geçici 3 ncü maddesinin ikinci fıkrası atfıyla uygulanmasına devam olunan mülga 1086 sayılı Hukuk Usulü Muhakemeleri Kanununun (1086 sayılı Kanun) 427 nci ve devamı maddeleri.",181,417,True,True,"[""10.04.1992"", ""05.02.2024""]","[""2023/4462 E."", ""2024/493 K.""]"
6750524485b6640290c37b08_0,6750524485b6640290c37b08,6.HukukDairesi,OTHER,1.Yargıtay Hukuk Genel Kurulunun,0,1,"1.Yargıtay Hukuk Genel Kurulunun 2009/19-109 Esas ve 2009/123 Karar sayılı ilamında değinildiği üzere, 10.04.1992 tarih, 1991-7 Esas 1992-4 Karar Sayılı İçtihadı Birleştirme Kararı, hâkimin tefhim etmiş olduğu kısa kararla gerekçeli kararın uyum içinde olması gerektiğini öngörmektedir. Yargı erkinin görev ve yetkisi, Anayasa ile yasaları amaçlarına uygun olarak yorumlayıp uygulamak, keza İçtihadı Birleştirme Kararlarının bağlayıcılığını gözetmekten ibarettir. Kısa kararla gerekçeli karar ve hüküm arasındaki çelişkiye cevaz verilmemesinin amacı, kamunun mahkemelere olan güveninin sarsılmamasına yöneliktir. Tefhim edilen hüküm başka, gerekçeli karardaki hüküm veya gerekçe başka ise bu durumun mahkemelere olan güveni sarsacağı tartışmasızdır. Öyle ki, İçtihadı Birleştirme Kararında bu konuya çok büyük bir önem verilmiş, çelişkinin varlığı tespit edildiği takdirde, başka hiçbir incelemeye gerek görülmeksizin ve tarafların bu konuyu temyiz sebebi yapıp yapmadıklarına bakılmaksızın kararın salt bu nedenle bozulması gerektiğine işaret edilmiştir. Ayrıca HMK'nın 297/son ile ""Hüküm sonucu kısmında gerekçeye ait herhangi bir söz tekrar edilmeksizin, istek sonuçlarından her biri hakkında verilen hükümle taraflara yüklenen borç ve tanınan hakların, mümkünse sıra numarası altında birer birer açık, şüphe ve tereddüt uyandırmayacak şekilde gösterilmesi gereklidir"" hükmü getirilmiştir.",562,1392,True,True,"[""10.04.1992"", ""05.02.2024""]","[""2023/4462 E."", ""2024/493 K.""]"
6750524485b6640290c37b08_0,6750524485b6640290c37b08,6.HukukDairesi,OTHER,2. Somut uyuşmazlıkta,0,1,"2. Somut uyuşmazlıkta, mahkemece hükme esas alınan bilirkişi raporunda davacı kurumun ödediği işçilik alacağının yarısından davalı işverenlerin sorumlu olduğu esasına göre hesaplama yapıldığı, bu hesaplamada esas alınan miktarların hüküm fıkrasında davalı şirketlerden tahsiline karar verilmesine rağmen gerekçede davalı şirketlerin ödenen bedelin yarısından değil işçinin kendi yanında çalıştığı döneme tekabül eden miktarın tamamından sorumlu oldukları yönünde gerekçe oluşturulduğu anlaşılmıştır. Bu şekilde hüküm ile gerekçe arasında çelişki oluşturulması nedeniyle HMK 297/son fıkrası gereğince hükmün bozulmasını gerektirmiştir. 3.",253,637,True,True,"[""10.04.1992"", ""05.02.2024""]","[""2023/4462 E."", ""2024/493 K.""]"
6750524485b6640290c37b08_0,6750524485b6640290c37b08,6.HukukDairesi,OTHER,1. Kabule göre de,0,2,"1 Kabule göre de; Hizmet alım sözleşmeleri; ihale şartları ile belirlenen işin sözleşmede kararlaştırılan bedel ile yapılmasının üstlenildiği sözleşmelerdir Bu sözleşme türünde yüklenicinin edimi, hizmetin kendi işçisi ile yerine getirilmesi, işverenin edimi ise sözleşme bedelinin ödenmesidir Sözleşme kapsamında yapılması gereken ... yüklenici işçisi tarafından yerine getirilecektir. ... aktinin yüklenici ile işçi arasında yapıldığı hususu ihtilaflı değildir SGK kayıtları da bu hususu doğrulamaktadır Hizmet alımı tip sözleşmelerinde işverenin, yüklenici tarafından çalıştırılan işçinin ücretinin ödenmesi, sosyal haklarının takibi gibi denetim dışında işçiye karşı bir sorumluluğu yoktur. İşveren ile yüklenicinin Kanunu’na göre işçiye karşı müteselsilen sorumlu olmasına rağmen rücu ilişkisinde taraflar arasında imzalanan sözleşmenin uygulanması sözleşme hukukunun en temel ilkelerindendir. İşçilik alacakları işveren tarafından ödenen işçinin; yüklenici işçisi olması, sözleşme ücretine işçinin ücret ve sosyal haklarının dahil olması, işverenin işçilik alacaklarından sorumlu olacağına dair sözleşmede bir hüküm bulunmaması hususları nazara alındığında davacı işverenin işçiyi çalıştıran yüklenicilerden ödediği bedeli ve ferilerinin tamamını talep etme hakkı bulunduğunun kabulü gerekir Hizmet alım ihaleleri aynı yüklenici tarafından alındığı gibi, değişik yükleniciler tarafından da alınabilmektedir Bu halde işyeri devri suretiyle işçiler yeni yükleniciye devredildiği için hizmet akitleri kesintiye uğramadan devam etmekte ve işçilik alacakları da bu doğrultuda hesaplanmaktadır. İşçiye ödenen kıdem tazminatı ... sözleşmesinin feshedildiği tarihteki giydirilmiş ücret üzerinden hesaplanmakta olup bu kıdem tazminatının tamamından işçiyi çalıştırdıkları dönemle orantılı olarak yükleniciler işverene karşı sorumludurlar Yıllık izinler kullanılmadığı taktirde ... sözleşmesinin feshi ile ücrete dönüşmektedir",738,1922,True,True,"[""10.04.1992"", ""05.02.2024""]","[""2023/4462 E."", ""2024/493 K.""]"
